Time	Type	LotNo	Zone	Row
03/11/2011 01:34:17	Acc_2Dr_LH	0	CHigh	4
03/11/2011 01:34:17	Acc_2Dr_LH	0	CHigh	4
03/11/2011 01:34:17	Acc_2Dr_LH	0	CHigh	4
03/11/2011 01:34:17	Acc_2Dr_LH	0	CHigh	4
03/11/2011 01:34:17	Acc_2Dr_LH	0	CHigh	4
03/11/2011 01:34:17	Acc_2Dr_LH	0	CHigh	4
03/11/2011 01:53:02	Acc_2Dr_RH	0	CHigh	9
03/11/2011 01:53:02	Acc_2Dr_RH	0	CHigh	9
03/11/2011 01:53:02	Acc_2Dr_RH	0	CHigh	9
03/11/2011 01:53:02	Acc_2Dr_RH	0	CHigh	9
03/11/2011 01:53:02	Acc_2Dr_RH	0	CHigh	9
03/11/2011 01:53:02	Acc_2Dr_RH	0	CHigh	9
03/11/2011 02:11:10	Acc_2Dr_LH	0	CHigh	3
03/11/2011 02:11:10	Acc_2Dr_LH	0	CHigh	3
03/11/2011 02:11:10	Acc_2Dr_LH	0	CHigh	3
03/11/2011 02:11:10	Acc_2Dr_LH	0	CHigh	3
03/11/2011 02:11:10	Acc_2Dr_LH	0	CHigh	3
03/11/2011 02:27:41	Acc_2Dr_RH	0	CHigh	9
03/11/2011 02:27:41	Acc_2Dr_RH	0	CHigh	9
03/11/2011 02:27:41	Acc_2Dr_RH	0	CHigh	9
03/11/2011 02:27:41	Acc_2Dr_RH	0	CHigh	9
03/11/2011 02:27:41	Acc_2Dr_RH	0	CHigh	9
03/11/2011 02:57:55	Acc_4Dr_LH	0	CLow	2
03/11/2011 02:57:55	Acc_4Dr_LH	0	CLow	2
03/11/2011 02:57:55	Acc_4Dr_LH	0	CLow	2
03/11/2011 02:57:55	Acc_4Dr_LH	0	CLow	2
03/11/2011 03:04:04	Acc_4Dr_LH	0	CLow	1
03/11/2011 03:04:04	Acc_4Dr_LH	0	CLow	1
03/11/2011 03:14:11	Acc_4Dr_RH	0	CLow	6
03/11/2011 03:14:11	Acc_4Dr_RH	0	CLow	6
03/11/2011 03:14:11	Acc_4Dr_RH	0	CLow	6
03/11/2011 03:14:11	Acc_4Dr_RH	0	CLow	6
03/11/2011 03:14:11	Acc_4Dr_RH	0	CLow	6
03/11/2011 03:14:11	Acc_4Dr_RH	0	CLow	6
03/11/2011 03:29:59	Acc_4Dr_LH	0	CLow	1
03/11/2011 03:29:59	Acc_4Dr_LH	0	CLow	1
03/11/2011 03:29:59	Acc_4Dr_LH	0	CLow	1
03/11/2011 03:29:59	Acc_4Dr_LH	0	CLow	1
03/11/2011 03:29:59	Acc_4Dr_LH	0	CLow	1
03/11/2011 03:29:59	Acc_4Dr_LH	0	CLow	1
03/11/2011 07:21:47	Acc_4Dr_RH	0	CLow	6
03/11/2011 07:21:47	Acc_4Dr_RH	0	CLow	6
03/11/2011 07:21:47	Acc_4Dr_RH	0	CLow	6
03/11/2011 07:21:47	Acc_4Dr_RH	0	CLow	6
03/11/2011 07:21:47	Acc_4Dr_RH	0	CLow	6
03/11/2011 07:21:47	Acc_4Dr_RH	0	CLow	6
03/11/2011 08:45:44	Acc_4Dr_LH	0	CLow	1
03/11/2011 08:45:44	Acc_4Dr_LH	0	CLow	1
03/11/2011 08:45:44	Acc_4Dr_LH	0	CLow	1
03/11/2011 08:45:44	Acc_4Dr_LH	0	CLow	1
03/11/2011 08:45:44	Acc_4Dr_LH	0	CLow	1
03/11/2011 08:45:44	Acc_4Dr_LH	0	CLow	1
03/11/2011 09:02:01	Acc_4Dr_RH	0	CLow	6
03/11/2011 09:02:01	Acc_4Dr_RH	0	CLow	6
03/11/2011 09:02:01	Acc_4Dr_RH	0	CLow	6
03/11/2011 09:02:01	Acc_4Dr_RH	0	CLow	6
03/11/2011 09:02:01	Acc_4Dr_RH	0	CLow	6
03/11/2011 09:02:01	Acc_4Dr_RH	0	CLow	6
03/11/2011 09:33:01	Acc_4Dr_LH	0	CLow	1
03/11/2011 09:33:01	Acc_4Dr_LH	0	CLow	1
03/11/2011 09:33:01	Acc_4Dr_LH	0	CLow	1
03/11/2011 09:33:01	Acc_4Dr_LH	0	CLow	1
03/11/2011 09:33:01	Acc_4Dr_LH	0	CLow	1
03/11/2011 09:33:01	Acc_4Dr_LH	0	CLow	1
03/11/2011 09:49:15	Acc_4Dr_RH	0	CLow	6
03/11/2011 09:49:44	Acc_4Dr_RH	0	CLow	5
03/11/2011 09:49:44	Acc_4Dr_RH	0	CLow	5
03/11/2011 09:49:44	Acc_4Dr_RH	0	CLow	5
03/11/2011 09:49:44	Acc_4Dr_RH	0	CLow	5
03/11/2011 09:49:44	Acc_4Dr_RH	0	CLow	5
03/11/2011 10:39:57	Acc_4Dr_LH	0	CLow	1
03/11/2011 10:39:57	Acc_4Dr_LH	0	CLow	1
03/11/2011 10:39:57	Acc_4Dr_LH	0	CLow	1
03/11/2011 10:39:57	Acc_4Dr_LH	0	CLow	1
03/11/2011 10:39:57	Acc_4Dr_LH	0	CLow	1
03/11/2011 10:39:57	Acc_4Dr_LH	0	CLow	1
03/11/2011 10:56:14	Acc_4Dr_RH	0	CLow	5
03/11/2011 10:56:14	Acc_4Dr_RH	0	CLow	5
03/11/2011 10:56:14	Acc_4Dr_RH	0	CLow	5
03/11/2011 10:56:14	Acc_4Dr_RH	0	CLow	5
03/11/2011 10:56:14	Acc_4Dr_RH	0	CLow	5
03/11/2011 10:56:14	Acc_4Dr_RH	0	CLow	5
03/11/2011 12:14:26	Acc_4Dr_LH	2	CHigh	12
03/11/2011 12:20:21	Acc_4Dr_RH	0	CLow	5
03/11/2011 12:28:55	Acc_2Dr_LH	0	CHigh	3
03/11/2011 12:28:55	Acc_2Dr_LH	0	CHigh	3
03/11/2011 12:28:55	Acc_2Dr_LH	0	CHigh	3
03/11/2011 12:28:55	Acc_2Dr_LH	0	CHigh	3
03/11/2011 12:28:55	Acc_2Dr_LH	0	CHigh	3
03/11/2011 12:28:55	Acc_2Dr_LH	0	CHigh	3
03/11/2011 12:47:44	Acc_2Dr_RH	0	CHigh	9
03/11/2011 12:49:38	Acc_2Dr_RH	0	CHigh	8
03/11/2011 12:49:38	Acc_2Dr_RH	0	CHigh	8
03/11/2011 12:49:38	Acc_2Dr_RH	0	CHigh	8
03/11/2011 12:49:38	Acc_2Dr_RH	0	CHigh	8
03/11/2011 12:49:38	Acc_2Dr_RH	0	CHigh	8
03/11/2011 14:15:41	Acc_2Dr_RH	0	CHigh	8
03/11/2011 14:15:41	Acc_2Dr_RH	0	CHigh	8
03/11/2011 14:15:41	Acc_2Dr_RH	0	CHigh	8
03/11/2011 14:15:41	Acc_2Dr_RH	0	CHigh	8
03/11/2011 14:29:15	Acc_2Dr_LH	0	CHigh	3
03/11/2011 14:31:53	Acc_2Dr_LH	0	CHigh	2
03/11/2011 14:31:53	Acc_2Dr_LH	0	CHigh	2
03/11/2011 14:31:53	Acc_2Dr_LH	0	CHigh	2
03/11/2011 14:45:48	Acc_4Dr_RH	0	CLow	5
03/11/2011 14:45:48	Acc_4Dr_RH	0	CLow	5
03/11/2011 14:47:44	Acc_4Dr_RH	0	CLow	4
03/11/2011 14:47:44	Acc_4Dr_RH	0	CLow	4
03/11/2011 14:47:44	Acc_4Dr_RH	0	CLow	4
03/11/2011 14:47:44	Acc_4Dr_RH	0	CLow	4
03/11/2011 15:01:41	Acc_4Dr_LH	2	CLow	1
03/11/2011 15:01:41	Acc_4Dr_LH	2	CLow	1
03/11/2011 15:01:41	Acc_4Dr_LH	2	CLow	1
03/11/2011 15:01:41	Acc_4Dr_LH	2	CLow	1
03/11/2011 15:01:41	Acc_4Dr_LH	2	CLow	1
03/11/2011 15:01:41	Acc_4Dr_LH	2	CLow	1
03/11/2011 17:59:55	Acc_4Dr_RH	0	CLow	4
03/11/2011 17:59:55	Acc_4Dr_RH	0	CLow	4
03/11/2011 17:59:55	Acc_4Dr_RH	0	CLow	4
03/11/2011 17:59:55	Acc_4Dr_RH	0	CLow	4
03/11/2011 17:59:55	Acc_4Dr_RH	0	CLow	4
03/11/2011 17:59:55	Acc_4Dr_RH	0	CLow	4
03/11/2011 18:15:57	Acc_4Dr_LH	2	CLow	1
03/11/2011 18:15:57	Acc_4Dr_LH	2	CLow	1
03/11/2011 18:15:57	Acc_4Dr_LH	2	CLow	1
03/11/2011 18:15:57	Acc_4Dr_LH	2	CLow	1
03/11/2011 18:15:57	Acc_4Dr_LH	2	CLow	1
03/11/2011 18:15:57	Acc_4Dr_LH	2	CLow	1
03/11/2011 19:02:19	Acc_4Dr_RH	0	CLow	4
03/11/2011 19:02:19	Acc_4Dr_RH	0	CLow	4
03/11/2011 19:02:19	Acc_4Dr_RH	0	CLow	4
03/11/2011 19:02:19	Acc_4Dr_RH	0	CLow	4
