GAL105TBX,CREATE_TIMESTAMP,TIMESTAMP,10,0,<null>,Y
GAL105TBX,ERROR_FREQ_1,SMALLINT,2,0,<null>,Y
GAL105TBX,ERROR_FREQ_2,SMALLINT,2,0,<null>,Y
GAL105TBX,LOGIN_STATUS,CHARACTER,1,0,<null>,Y
GAL105TBX,PASSWD,CHARACTER,8,0,<null>,Y
GAL105TBX,PASSWD_1,CHARACTER,8,0,<null>,Y
GAL105TBX,PASSWD_2,CHARACTER,8,0,<null>,Y
GAL105TBX,PASSWD_3,CHARACTER,8,0,<null>,Y
GAL105TBX,PASSWD_4,CHARACTER,8,0,<null>,Y
GAL105TBX,PASSWD_5,CHARACTER,8,0,<null>,Y
GAL105TBX,PASSWD_UPD_DT,CHARACTER,8,0,<null>,Y
GAL105TBX,ROW_DISUSE_TSTMP,TIMESTAMP,10,0,<null>,Y
GAL105TBX,ROW_HISTRC_CNTER,INTEGER,4,0,<null>,Y
GAL105TBX,ROW_INSERT_TSTMP,TIMESTAMP,10,0,<null>,Y
GAL105TBX,ROW_UPDATE_TSTMP,TIMESTAMP,10,0,<null>,Y
GAL105TBX,ROW_UPDATE_USER,CHARACTER,11,0,<null>,Y
GAL105TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,0,<null>,Y
GAL105TBX,USER_ID,CHARACTER,11,0,' ',N
GAL105TBX,USER_NAME,CHARACTER,30,0,<null>,Y
GAL110TBX,ACTUAL_TIMESTAMP,TIMESTAMP,10,0,<null>,Y
GAL110TBX,CREATE_TIMESTAMP,TIMESTAMP,10,0,<null>,Y
GAL110TBX,DATACONTAINER,BLOB,150000,0,<null>,Y
GAL110TBX,DESTINATION_ID,CHARACTER,32,0,<null>,Y
GAL110TBX,DESTINATION_TYPE,INTEGER,4,0,<null>,Y
GAL110TBX,QUEUE_ID,CHARACTER,16,0,' ',N
GAL110TBX,REQUEST_ID,CHARACTER,32,0,<null>,Y
GAL110TBX,SEND_STATUS,INTEGER,4,0,<null>,Y
GAL110TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,0,<null>,Y
GAL111TBX,ARGUMENT,CHARACTER,128,0,<null>,Y
GAL111TBX,CREATE_TIMESTAMP,TIMESTAMP,10,0,<null>,Y
GAL111TBX,DESTINATION_ID,CHARACTER,32,0,<null>,Y
GAL111TBX,DESTINATION_TYPE,INTEGER,4,0,<null>,Y
GAL111TBX,PROCESS_POINT_ID,CHARACTER,16,0,' ',N
GAL111TBX,REQUEST_ID,CHARACTER,32,0,<null>,Y
GAL111TBX,SEQUENCE_NUMBER,INTEGER,4,0,0,N
GAL111TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,0,<null>,Y
GAL117TBX,CREATE_TIMESTAMP,TIMESTAMP,10,0,<null>,Y
GAL117TBX,SITE_DESCRIPTION,CHARACTER,128,0,<null>,Y
